id,Title,description,Communities,Industries,Locations,Topics,link,email
2585,Utah Microloan Fund (UMLF),"The Utah Microloan Fund (UMLF), established in 1991, is a nonprofit Community Development Financial Institution (CDFI) dedicated to empowering underserved communities across Utah. UMLF provides business training and microloans to entrepreneurs in startup and existing businesses who do not qualify for traditional funding sources, with a focus on low-to-moderate income individuals, women, minorities, and other underserved populations",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Funding,https://www.utahmicroloanfund.org/,
2586,47G - Utah Aerospace & Defense Association,"47G is a collaborative organization based in Utah focused on advancing innovation in the aerospace and defense industries. Through initiatives like the 47G Impact Center, it offers tailored resources to help companies enhance manufacturing processes, improve efficiency, and boost profitability, ultimately supporting job creation and economic growth in Utah's vibrant aerospace ecosystem​.",Any,Aerospace and Defense,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Late Stage Growth,https://www.47g.org/,contact@47g.org
2587,Acceler8 Wasatch,"Acceler8Wasatch is supported by a group of partners excited to grow Utah's Innovation and Entrepreneurial ecosystem. This group, originally geographically centered in Northern Utah, is interested in supporting Innovation and Entrepreneurship in all of Utah. While initially focused on the aerospace and defense industry, it is welcoming other industries, technologies, and markets.",Any,Aerospace and Defense,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Late Stage Growth,https://www.acceler8wasatch.com/,info@uammi.org
2588,Mountain Land Association of Governments' Revolving Loan Fund (RLF),"The Revolving Loan Fund (RLF), facilitated by Wasatch County in collaboration with the Mountainland Association of Governments (MAG), provides ""gap"" and startup financing to qualified businesses within the Mountainland region of Utah, encompassing Heber Valley. The primary objective of this fund is to stimulate local business expansion and generate permanent, long-term employment opportunities.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Summit|Utah|Wasatch,Funding,https://www.gohebervalley.com/Revolving-loan/,
2589,Revolving Loan Fund Program (RLF) - South Eastern Utah,"The Revolving Loan Fund (RLF), administered by the Southeastern Utah Association of Local Governments (SEUALG), provides financial assistance to startups and expanding businesses in Carbon, Emery, Grand, and San Juan counties that may not qualify for traditional financing. The program aims to stimulate economic development and job creation within these communities.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Carbon|Emery|Grand|San Juan,Funding,https://seualg.utah.gov/index.php/economic-development/revolving-loan-fund-rlf/,cotto@seualg.utah.gov
2590,Utah Department of Agriculture & Food,"The Utah Department of Agriculture and Food (UDAF) works to support and enhance Utah's agriculture and food industries while ensuring a high-quality food supply. Key programs include the International Trade Program, Utah's Own marketing initiative, Specialty Crop Block Grants, and community-focused efforts such as Farm to School education. These initiatives promote economic development, sustainability, and public awareness about local agriculture.",Rural,Agriculture,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Late Stage Growth,https://ag.utah.gov/,agriculture@utah.gov
2591,Revolving Loan Fund Program (RLF) - R6,"The Revolving Loan Fund (RLF), administered by the R6 Regional Council, offers ""gap financing"" to support new and expanding businesses within Juab, Millard, Piute, Sanpete, Sevier, and Wayne counties in Utah. This program provides loans ranging from $20,000 to $250,000, aiming to stimulate economic growth and job creation in the region.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Juab|Millard|Piute|Sanpete|Sevier|Wayne,Funding,https://r6.utah.gov/edd-board-economic-development-district-board/revolving-loan-fund-rlf/,arosquist@R6.utah.gov
2592,Utah Small Business Credit Initiative (USBCI),"The Utah Small Business Credit Initiative (USBCI), administered by the Governor's Office of Economic Opportunity, is a statewide program designed to enhance access to capital for small businesses, particularly those in underserved communities.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Funding,https://business.utah.gov/usbci/,capitalaccess@utah.gov
2593,Cynosure,"The Cynosure Group is an independent alternatives asset manager and advisor that makes long-term investments on behalf of families, foundations, and other like-minded institutions. Based in Salt Lake City, Utah.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Funding|Late Stage Growth,https://cynosuregroup.com/,
2594,Cross Creek,"Cross Creek, founded in 2006, is a venture capital firm that invests in exceptional venture-backed companies with the potential to become successful public entities. The firm focuses on sectors such as consumer internet, enterprise software, and cybersecurity, partnering with innovative businesses to support their growth and transition from private to public markets. Cross Creek's portfolio includes companies like AppDynamics, Braze, and HubSpot, reflecting its commitment to identifying and nurturing high-growth ventures.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Funding|Late Stage Growth,https://crosscreek.vc/,info@crosscreek.vc
2595,Savory Fund,"Savory Fund is a private equity firm specializing in the rapid expansion of emerging restaurant concepts by providing capital investment and operational expertise. Founded by Andrew and Shauna Smith, the Lehi, Utah-based firm manages over $750 million in assets and has successfully closed three funds: two at $100 million each in 2020 and 2021, and a third at $200 million in January 2024. Savory Fund's portfolio includes brands such as Swig, R&R BBQ, and Via 313 Pizzeria, with operations across multiple states.",,Hospitality and Food Services,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Funding|Late Stage Growth,https://savoryfund.com/,info@savoryfund.com
2596,Mercato Partners,"Mercato Partners, founded in 2007 and based in Cottonwood Heights, Utah, is a private equity firm specializing in growth-stage investments across technology, consumer brands, and food and beverage sectors. The firm manages over $1.6 billion in assets and operates multiple funds, including the Traverse Growth Fund, Savory Restaurant Fund, Prelude Venture Fund, and Alpha Secondary Fund. Mercato Partners has invested in companies such as Central Logic and Cotopaxi, providing both capital and strategic guidance to foster business expansion.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Funding|Late Stage Growth,https://www.mercatopartners.com/,admin@mercatopartners.com
